,SalePrice,GrLivArea,SalePrice,Line,SubSquared,GrLivArea2,SalePrice,Line,SubSquared,OverallQual,OverallCond,YrSold,LotArea,YearBuilt,YearRemodAdd,GarageArea,GarageCars,Fireplaces,1-STD,2-STD,3-STD,,
338,202500,1621,202500,192226.73,105540076.5,40.26164428,202500,197239.7008,27670747.19,7,7,2006,14145,1984,1998,440,2,0,FALSE,FALSE,FALSE,,
339,155000,1215,155000,148731.95,39288450.8,34.85685012,155000,150127.1911,23744266.67,6,7,2009,12400,1958,1998,297,1,0,FALSE,FALSE,FALSE,,
340,202900,1908,202900,222973.04,402926934.8,43.68065934,202900,227042.5713,582863748.8,8,5,2010,14191,2002,2002,431,2,0,FALSE,FALSE,FALSE,,
341,82000,841,82000,108665.33,711039824,29,82000,99074.2,291528305.6,4,4,2009,8400,1950,1950,294,1,0,FALSE,FALSE,FALSE,,
342,87500,1040,87500,129984.2,1804907250,32.24903099,87500,127395.3534,1591639220,3,4,2006,8544,1949,1950,400,2,0,FALSE,FALSE,FALSE,,
343,266000,1684,266000,198975.92,4492227300,41.03656906,266000,203994.5652,3844673950,9,5,2008,8849,2005,2005,564,2,1,FALSE,FALSE,FALSE,,
344,85000,1112,85000,137697.56,2777032830,33.346664,85000,136963.2008,2700174234,5,3,2010,2592,1976,1976,336,1,0,FALSE,FALSE,FALSE,,
345,140200,1577,140200,187513.01,2238520915,39.7114593,140200,192443.8485,2729419701,6,5,2006,6435,1939,1950,312,1,1,FALSE,FALSE,FALSE,,
346,151500,958,151500,121199.54,918117876.2,30.95157508,151500,116085.6897,1254173376,6,8,2007,12772,1960,1998,301,1,0,FALSE,FALSE,FALSE,,
347,157500,1478,157500,176907.14,376637083,38.44476557,157500,181402.3326,571321501.4,6,5,2009,17600,1960,1960,498,2,2,FALSE,FALSE,FALSE,,
348,154000,1626,154000,192762.38,1502522103,40.32369031,154000,197780.5437,1916736004,7,5,2008,2448,2003,2004,474,2,0,FALSE,FALSE,FALSE,,
349,437154,2728,437154,310819.64,15960370517,52.23025943,437154,301567.7254,18383637863,9,5,2006,20431,2005,2006,706,3,2,TRUE,FALSE,FALSE,,
350,318061,1869,318061,218794.97,9853744712,43.23193264,318061,223131.1105,9011683929,9,5,2007,7820,2007,2007,617,2,1,FALSE,FALSE,FALSE,,
351,190000,1453,190000,174228.89,248727910.6,38.11823711,190000,178556.0492,130964010,7,5,2006,5271,1986,1986,445,2,1,FALSE,FALSE,FALSE,,
352,95000,1111,95000,137590.43,1813944728,33.33166662,95000,136832.4716,1749955683,5,6,2008,9084,1941,1950,200,1,0,TRUE,FALSE,FALSE,,
353,105900,720,105900,95702.6,103986966.8,26.83281573,105900,80183.28816,661349268.1,6,8,2010,8520,1928,2003,484,2,0,FALSE,FALSE,FALSE,,
354,140000,1595,140000,189441.35,2444447090,39.9374511,140000,194413.7737,2960858769,6,5,2006,8400,1940,2000,240,1,2,TRUE,FALSE,FALSE,,
355,177500,1200,177500,147125,922640625,34.64101615,177500,148245.8096,855807656.6,6,5,2007,11249,1995,1995,521,2,0,FALSE,FALSE,FALSE,,
356,173000,1167,173000,143589.71,864965157.9,34.16138171,173000,144064.932,837238157.5,6,6,2009,9248,1992,1992,400,2,0,FALSE,FALSE,FALSE,,
357,134000,1142,134000,140911.46,47768279.33,33.7934905,134000,140858.098,47033507.74,5,5,2007,4224,1976,1976,528,2,1,FALSE,FALSE,FALSE,,
358,130000,1352,130000,163408.76,1116145245,36.76955262,130000,166799.8363,1354227951,5,4,2006,6930,1958,1958,288,1,0,FALSE,FALSE,FALSE,,
359,280000,1924,280000,224687.12,3059514694,43.8634244,280000,228635.6978,2638291540,8,5,2006,12011,1998,1998,592,2,1,FALSE,FALSE,FALSE,,
360,156000,912,156000,116271.56,1578348945,30.19933774,156000,109528.5872,2159592206,6,6,2007,7540,1978,1978,470,2,1,FALSE,FALSE,FALSE,,
361,145000,1505,145000,179799.65,1211015640,38.79432948,145000,184449.4112,1556256047,5,5,2008,9144,1940,1982,240,1,0,TRUE,FALSE,FALSE,,
362,198500,1922,198500,224472.86,674589456.6,43.84062043,198500,228436.9202,896219190.8,7,5,2009,7301,2003,2003,672,2,1,FALSE,FALSE,FALSE,,
363,118000,987,118000,124306.31,39769545.82,31.41655614,118000,120138.8366,4574622.015,6,8,2009,1680,1972,2007,264,1,0,FALSE,FALSE,FALSE,,
364,190000,1574,190000,187191.62,7886998.224,39.67366885,190000,192114.4366,4470842.26,6,5,2006,18800,1976,1976,566,2,1,FALSE,FALSE,FALSE,,
365,147000,1344,147000,162551.72,241855995,36.66060556,147000,165850.1665,355328778.7,5,7,2009,10690,1920,1997,468,1,0,FALSE,FALSE,FALSE,,
366,159000,1394,159000,167908.22,79356383.57,37.33630941,159000,171740.1418,162311213.7,6,5,2009,9500,1963,1963,514,2,2,FALSE,FALSE,FALSE,,
367,165000,1431,165000,171872.03,47224796.32,37.82856064,165000,176030.9974,121682903.1,6,5,2008,9150,1962,1962,296,1,1,FALSE,FALSE,FALSE,,
368,132000,1268,132000,154409.84,502200928.8,35.60898763,132000,156683.4234,609271389.2,5,6,2010,7800,1954,1954,244,1,1,TRUE,FALSE,FALSE,,
369,162000,1287,162000,156445.31,30854581,35.87478223,162000,159000.3017,8998189.673,5,7,2010,9830,1959,2006,576,2,1,FALSE,FALSE,FALSE,,
370,172400,1664,172400,196833.32,596987126.2,40.79215611,172400,201864.0664,868131207,6,5,2006,8121,2000,2000,460,2,1,FALSE,FALSE,FALSE,,
371,134432,1588,134432,188691.44,2944086829,39.84971769,134432,193649.0192,3506655359,4,4,2008,17120,1959,1959,680,2,1,FALSE,FALSE,FALSE,,
372,125000,752,125000,99130.76,669217578.2,27.4226184,125000,85324.48008,1574146881,6,5,2010,7175,1984,1984,264,1,0,FALSE,FALSE,FALSE,,
373,123000,1319,123000,159873.47,1359652790,36.31803959,123000,162864.0875,1589145475,5,6,2009,10634,1953,1953,270,1,0,FALSE,FALSE,FALSE,,
374,219500,1928,219500,225115.64,31535412.61,43.9089968,219500,229032.9433,90877008.11,7,5,2007,8200,2003,2004,434,2,1,FALSE,FALSE,FALSE,,
375,61000,904,61000,115414.52,2960939987,30.06659276,61000,108371.4757,2244056714,1,1,2009,10020,1922,1950,0,0,0,TRUE,TRUE,FALSE,,
376,148000,914,148000,116485.82,993143541.1,30.23243292,148000,109817.0712,1457936049,5,5,2006,8846,1996,1996,576,2,0,FALSE,FALSE,FALSE,,
377,340000,2466,340000,282751.58,3277381592,49.65883607,340000,279153.1423,3702340096,8,5,2007,11143,2004,2005,610,2,1,FALSE,FALSE,FALSE,,
378,394432,1856,394432,217402.28,31339521763,43.08131846,394432,221818.2367,29795511271,9,2,2010,11394,2010,2010,834,3,1,TRUE,FALSE,FALSE,,
379,179000,1800,179000,211403,1049954409,42.42640687,179000,216109.5034,1377115244,6,5,2009,8123,2000,2000,463,2,1,FALSE,FALSE,FALSE,,
380,127000,1691,127000,199725.83,5289046349,41.12177039,127000,204737.2481,6043079748,5,6,2010,5000,1924,1950,308,1,1,FALSE,FALSE,FALSE,,
381,187750,1301,187750,157945.13,888330275.7,36.06937759,187750,160696.5506,731889123.9,7,5,2006,7200,2006,2006,572,2,1,FALSE,FALSE,FALSE,,
382,213500,1797,213500,211081.61,5848610.192,42.39103679,213500,215801.1895,5295473.012,7,5,2007,9245,2006,2006,639,2,0,FALSE,FALSE,FALSE,,
383,76000,784,76000,102558.92,705376231.6,28,76000,90357.4,206134934.8,6,3,2009,9000,1928,1950,360,2,0,FALSE,FALSE,FALSE,,
384,240000,1953,240000,227793.89,148989121.3,44.19275959,240000,231506.4468,72140446.36,6,5,2007,53107,1992,1992,501,2,2,FALSE,FALSE,FALSE,,
385,192000,1269,192000,154516.97,1404977538,35.62302626,192000,156805.7953,1238632044,8,5,2010,3182,2004,2005,430,2,1,FALSE,FALSE,FALSE,,
386,81000,1184,81000,145410.92,4148766615,34.40930107,81000,146225.9956,4254430496,5,3,2006,8410,1910,1996,0,0,0,TRUE,TRUE,FALSE,,
387,125000,1125,125000,139090.25,198535145.1,33.54101966,125000,138657.3602,186523487.5,6,6,2009,7200,1976,1976,352,1,1,FALSE,FALSE,FALSE,,
388,191000,1479,191000,177014.27,195600643.6,38.45776905,191000,181515.6812,89952302.71,7,5,2008,9382,1999,2000,577,2,0,FALSE,FALSE,FALSE,,
389,426000,2332,426000,268396.16,24838970383,48.29078587,426000,267228.1223,25208509156,10,5,2008,12474,2007,2008,846,3,1,TRUE,FALSE,FALSE,,
390,119000,1367,119000,165015.71,2117445567,36.97296309,119000,168572.9247,2457474864,5,8,2008,8405,1900,1950,384,1,0,FALSE,FALSE,FALSE,,
391,215000,1961,215000,228650.93,186347889.9,44.28317965,215000,232294.6204,299103894.1,6,5,2009,12209,2001,2002,560,2,1,FALSE,FALSE,FALSE,,
392,106500,882,106500,113057.66,43002904.68,29.69848481,106500,105162.7524,1788231.169,5,7,2007,8339,1959,1959,294,1,0,FALSE,FALSE,FALSE,,
393,100000,788,100000,102987.44,8924797.754,28.0713377,100000,90979.23642,81374175.53,4,5,2006,7446,1941,1950,0,0,2,TRUE,TRUE,FALSE,,
394,109000,1034,109000,129341.42,413773367.6,32.15587038,109000,126583.2909,309172120.4,5,6,2007,10134,1940,1950,240,1,0,TRUE,FALSE,FALSE,,
395,129000,1144,129000,141125.72,147033085.5,33.82306905,129000,141115.9283,146795718.6,5,6,2010,9571,1956,1956,596,1,0,FALSE,FALSE,FALSE,,
396,123000,894,123000,114343.22,74939839.97,29.89983278,123000,106917.8623,258635151.8,5,5,2009,7200,1972,1972,600,2,0,FALSE,FALSE,FALSE,,
397,169500,1812,169500,212688.56,1865251715,42.56759331,169500,217340.1973,2288684482,5,5,2007,7590,1962,1962,264,1,1,FALSE,FALSE,FALSE,,
398,67000,1077,67000,133948.01,4482036043,32.81767816,67000,132352.137,4270901812,5,2,2007,8967,1920,1950,338,1,0,FALSE,FALSE,FALSE,,
399,241000,1550,241000,184620.5,3178648020,39.37003937,241000,189467.7592,2655571844,7,5,2009,8125,2006,2007,438,2,0,FALSE,FALSE,FALSE,,
400,245500,1288,245500,156552.44,7911668430,35.88871689,245500,159121.7674,7461199070,8,5,2008,14963,1996,1996,500,2,2,FALSE,FALSE,FALSE,,
401,164990,1310,164990,158909.3,36974912.49,36.19392214,164990,161782.1805,10290105.79,7,5,2006,8767,2005,2005,400,2,1,FALSE,FALSE,FALSE,,
402,108000,672,108000,90560.36,304141043.3,25.92296279,108000,72252.28208,1277899337,5,8,2008,10200,1940,1997,240,1,0,TRUE,FALSE,FALSE,,
403,258000,2263,258000,261004.19,9025157.556,47.57099957,258000,260953.889,8725460.482,8,5,2006,12090,1998,1998,420,2,1,FALSE,FALSE,FALSE,,
404,168000,1572,168000,186977.36,360140192.6,39.6484552,168000,191894.6543,570954504.8,6,5,2007,10364,1995,1996,373,2,1,FALSE,FALSE,FALSE,,
405,150000,1620,150000,192119.6,1774060704,40.24922359,150000,197131.4322,2221371904,4,4,2009,9991,1976,1993,490,2,1,FALSE,FALSE,FALSE,,
406,115000,1639,115000,194155.07,6265525107,40.48456496,115000,199182.8558,7086753218,6,5,2008,10480,1936,1950,240,1,0,TRUE,FALSE,FALSE,,
407,177000,1680,177000,198547.4,464290446.8,40.98780306,177000,203569.4817,705937360.3,6,7,2008,15576,1915,1976,308,1,0,FALSE,FALSE,FALSE,,
408,280000,2172,280000,251255.36,826254328.7,46.60472079,280000,252531.0302,754544302.4,7,5,2007,14154,2006,2006,947,3,1,TRUE,TRUE,FALSE,,
409,339750,2078,339750,241185.14,9715031627,45.58508528,339750,243643.0714,9236541731,8,5,2008,10800,2007,2008,836,3,1,TRUE,FALSE,FALSE,,
410,60000,1276,60000,155266.88,9075778425,35.7211422,60000,157661.0523,9537681140,5,3,2009,9571,1958,1958,350,1,0,FALSE,FALSE,FALSE,,
411,145000,1056,145000,131698.28,176935755,32.49615362,145000,129549.4719,238718819.7,5,5,2006,34650,1955,1955,572,2,0,FALSE,FALSE,FALSE,,
412,222000,1478,222000,176907.14,2033366023,38.44476557,222000,181402.3326,1648170602,7,5,2010,4403,2009,2009,484,2,1,FALSE,FALSE,FALSE,,
413,115000,1028,115000,128698.64,187652737.8,32.06243908,115000,125768.869,115968539.7,5,6,2010,8960,1927,1950,360,2,1,FALSE,FALSE,FALSE,,
414,228000,2097,228000,243220.61,231666968.8,45.79301257,228000,245455.5319,304695595.6,7,5,2008,11228,1993,1993,678,3,1,FALSE,FALSE,FALSE,,
415,181134,1340,181134,162123.2,361410516.6,36.60601044,181134,165374.2718,248369034.1,7,5,2007,8899,2007,2007,396,2,0,FALSE,FALSE,FALSE,,
416,149500,1400,149500,168551,362940601,37.41657387,149500,172439.7911,526234015.3,6,7,2006,7844,1978,1978,440,2,1,FALSE,FALSE,FALSE,,
417,239000,2624,239000,299678.12,3681834247,51.2249939,239000,292805.0268,2894980911,6,6,2007,22420,1918,1950,864,3,1,TRUE,FALSE,FALSE,,
418,126000,1134,126000,140054.42,197526721.5,33.67491648,126000,139824.512,191117131.5,5,6,2007,8160,1940,1950,240,1,0,TRUE,FALSE,FALSE,,
419,142000,1056,142000,131698.28,106125435,32.49615362,142000,129549.4719,155015650.9,5,6,2010,8450,1968,1968,304,1,1,FALSE,FALSE,FALSE,,
420,206300,1344,206300,162551.72,1913912003,36.66060556,206300,165850.1665,1636189027,7,5,2008,7060,1997,1998,784,4,0,TRUE,FALSE,FALSE,,
421,215000,1602,215000,190191.26,615473580.4,40.02499219,215000,195176.8519,392957198.9,6,7,2009,16635,1977,2000,529,2,1,FALSE,FALSE,FALSE,,
422,113000,988,113000,124413.44,130266612.6,31.43246729,113000,120277.5309,52962455.74,5,5,2008,21750,1954,1954,520,2,0,FALSE,FALSE,FALSE,,
423,315000,2630,315000,300320.9,215475976.8,51.28352562,315000,293315.2361,470228984.4,8,5,2008,9200,1998,1998,696,3,1,TRUE,FALSE,FALSE,,
424,139000,1196,139000,146696.48,59235804.39,34.58323293,139000,147742.1248,76424746.33,6,5,2008,9000,1956,1956,297,1,1,FALSE,FALSE,FALSE,,
425,135000,1389,135000,167372.57,1047983288,37.26929031,135000,171155.9497,1307252702,7,8,2009,3378,1946,1992,240,1,2,TRUE,FALSE,FALSE,,
426,275000,1644,275000,194690.72,6449580454,40.54626987,275000,199720.7252,5666969220,7,5,2009,12800,1989,1989,569,2,1,FALSE,FALSE,FALSE,,
427,109008,907,109008,115735.91,45264772.97,30.11644069,109008,108805.9902,40807.94694,4,6,2008,8593,1957,1957,352,1,0,FALSE,FALSE,FALSE,,
428,195400,1208,195400,147982.04,2248462931,34.75629439,195400,149250.667,2129760939,7,5,2007,6762,2007,2007,628,2,0,FALSE,FALSE,FALSE,,
429,175000,1412,175000,169836.56,26661112.63,37.57658846,175000,173834.6063,1358142.583,6,5,2009,11457,1988,1988,576,2,1,FALSE,FALSE,FALSE,,
430,85400,987,85400,124306.31,1513700958,31.41655614,85400,120138.8366,1206786769,6,5,2008,1680,1971,1971,264,1,0,FALSE,FALSE,FALSE,,
431,79900,1198,79900,146910.74,4490439275,34.6121366,79900,147994.0723,4636802684,6,7,2008,5586,1920,1998,0,0,0,TRUE,TRUE,FALSE,,
432,122500,1365,122500,164801.45,1789412672,36.9459064,122500,168337.0769,2101037622,5,5,2007,1920,1971,1971,440,2,0,FALSE,FALSE,FALSE,,
433,181000,1604,181000,190405.52,88463806.47,40.04996879,181000,195394.5679,207203586.2,6,5,2008,10839,1997,1998,470,2,1,FALSE,FALSE,FALSE,,
434,81000,630,81000,86060.9,25612708.81,25.0998008,81000,65076.94358,253543725.8,4,7,2008,1890,1972,1972,0,0,0,TRUE,TRUE,FALSE,,
435,212000,1661,212000,196511.93,239880312.3,40.75536774,212000,201543.3896,109340702,7,6,2009,10667,1996,1996,550,2,1,FALSE,FALSE,FALSE,,
436,116000,1118,116000,138340.34,499090791.3,33.43650699,116000,137746.3442,472903484.8,6,8,2006,4400,1920,1950,440,2,0,FALSE,FALSE,FALSE,,
437,119000,904,119000,115414.52,12855666.83,30.06659276,119000,108371.4757,112965527.9,6,7,2009,6000,1926,2004,180,1,0,TRUE,FALSE,FALSE,,
438,90350,694,90350,92917.22,6590618.528,26.34387974,90350,75921.33096,208186490.3,5,6,2007,4280,1913,2002,352,1,1,FALSE,FALSE,FALSE,,
439,110000,1196,110000,146696.48,1346631644,34.58323293,110000,147742.1248,1424467986,6,8,2009,12354,1920,2000,528,2,0,FALSE,FALSE,FALSE,,
440,555000,2402,555000,275895.26,77899455890,49.01020302,555000,273499.1377,79242735487,10,5,2009,15431,2008,2008,672,3,2,FALSE,FALSE,FALSE,,
441,118000,1440,118000,172836.2,3007008830,37.94733192,118000,177066.3029,3488828138,4,4,2008,12108,1955,1955,0,0,0,TRUE,TRUE,FALSE,,
442,162900,1573,162900,187084.49,584889556.6,39.66106403,162900,192004.5629,847075583.8,5,7,2008,6240,1930,1992,360,2,1,FALSE,FALSE,FALSE,,
443,172500,1258,172500,153338.54,367161549.3,35.4682957,172500,155457.04,290462486.4,7,5,2007,3922,2006,2007,648,3,1,FALSE,FALSE,FALSE,,
444,210000,1908,210000,222973.04,168299766.8,43.68065934,210000,227042.5713,290449236.4,7,5,2008,8750,1994,1995,493,2,1,FALSE,FALSE,FALSE,,
445,127500,1689,127500,199511.57,5185666214,41.09744518,127500,204525.2101,5932882993,6,5,2009,9855,1956,1956,480,2,1,FALSE,FALSE,FALSE,,
446,190000,1888,190000,220830.44,950516030.6,43.45112196,190000,225041.7399,1227923538,6,6,2010,16492,1966,2002,578,2,1,FALSE,FALSE,FALSE,,
447,199900,1886,199900,220616.18,429160113.8,43.4281015,199900,224841.0752,622057230.4,7,5,2006,11214,1998,1999,431,2,1,FALSE,FALSE,FALSE,,
448,119500,1376,119500,165979.88,2160379245,37.09447398,119500,169632.1108,2513228534,6,6,2006,8600,1937,1950,198,1,1,TRUE,FALSE,FALSE,,
449,120000,1183,120000,145303.79,640281788.4,34.39476704,120000,146099.3054,681173740.7,3,7,2007,6000,1948,2002,308,1,0,FALSE,FALSE,FALSE,,
450,110000,813,110000,105665.69,18786243.18,28.51315486,110000,94830.46827,230114692.8,6,8,2006,5684,1930,2005,270,1,0,FALSE,FALSE,FALSE,,
451,280000,1533,280000,182799.29,9447978025,39.1535439,280000,187580.6115,8541343375,7,5,2006,70761,1975,1975,576,2,2,FALSE,FALSE,FALSE,,
452,204000,1756,204000,206689.28,7232226.918,41.90465368,204000,211561.4852,57176058.33,6,5,2007,9303,1996,1997,422,2,0,FALSE,FALSE,FALSE,,
453,210000,1590,210000,188905.7,444969492.5,39.87480407,210000,193867.6922,260251356.3,8,5,2009,9000,2008,2008,676,2,0,FALSE,FALSE,FALSE,,
454,188000,1728,188000,203689.64,246164803.3,41.56921938,188000,208637.5715,425909357.7,5,5,2006,9297,1976,1976,560,2,0,FALSE,FALSE,FALSE,,
455,175500,1242,175500,151624.46,570041410.3,35.24202037,175500,153484.6432,484675935.4,7,6,2007,9600,1973,1973,528,2,1,FALSE,FALSE,FALSE,,
456,98000,1344,98000,162551.72,4166924555,36.66060556,98000,165850.1665,4603645100,5,5,2008,4571,1916,1950,513,3,0,FALSE,FALSE,FALSE,,
457,256000,1663,256000,196726.19,3513384552,40.77989701,256000,201757.2062,2942280675,4,6,2008,53227,1954,1994,529,2,2,FALSE,FALSE,FALSE,,
458,161000,1666,161000,197047.58,1299428024,40.81666326,161000,202077.6903,1687376644,8,7,2008,5100,1925,1996,228,1,1,TRUE,FALSE,FALSE,,
459,110000,1203,110000,147446.39,1402232124,34.68429039,110000,148623.0225,1491737866,5,4,2009,7015,1950,1950,352,1,1,FALSE,FALSE,FALSE,,
460,263435,1935,263435,225865.55,1411463573,43.9886349,263435,229727.1327,1136220321,8,5,2009,8004,2009,2009,552,2,0,FALSE,FALSE,FALSE,,
461,155000,1135,155000,140161.55,220179598.4,33.68976106,155000,139953.9092,226384849.2,7,9,2009,7200,1936,2007,576,2,0,FALSE,FALSE,FALSE,,
462,62383,864,62383,111129.32,2376203714,29.39387691,62383,102507.5463,1609979214,5,5,2009,8281,1965,1965,360,1,1,FALSE,FALSE,FALSE,,
463,188700,1660,188700,196404.8,59363943.04,40.74309757,188700,201436.4329,162216724.1,6,7,2008,11988,1934,1995,240,1,1,TRUE,FALSE,FALSE,,
464,124000,1040,124000,129984.2,35810649.64,32.24903099,124000,127395.3534,11528424.45,5,5,2009,8430,1978,1978,0,0,0,TRUE,TRUE,FALSE,,
465,178740,1414,178740,170050.82,75501849.07,37.60319135,178740,174066.4984,21841617.26,7,5,2006,3072,2004,2004,398,2,1,FALSE,FALSE,FALSE,,
466,167000,1277,167000,155374.01,135163643.5,35.73513677,167000,157783.0402,84952347.95,7,5,2007,10628,1970,1970,526,2,1,FALSE,FALSE,FALSE,,
467,146500,1644,146500,194690.72,2322345494,40.54626987,146500,199720.7252,2832445587,5,7,2007,9480,1942,1995,312,1,2,FALSE,FALSE,FALSE,,
468,250000,1634,250000,193619.42,3178769801,40.42276586,250000,198644.1655,2637421740,8,5,2007,11428,2006,2006,866,3,1,TRUE,FALSE,FALSE,,
469,187000,1710,187000,201761.3,217895977.7,41.35214626,187000,206745.3885,389880366.5,6,5,2008,9291,1993,1993,506,2,0,FALSE,FALSE,FALSE,,
470,212000,1502,212000,179478.26,1057663573,38.75564475,212000,184112.2042,777729156.9,8,5,2010,6820,1985,1985,528,2,0,FALSE,FALSE,FALSE,,
471,190000,1969,190000,229507.97,1560879694,44.37341546,190000,233081.1879,1855988753,7,6,2007,11952,1977,1977,534,2,1,FALSE,FALSE,FALSE,,
472,148000,1072,148000,133412.36,212799240.8,32.74141109,148000,131687.3322,266103131.8,6,5,2008,3675,2005,2005,525,2,0,FALSE,FALSE,FALSE,,
473,440000,1976,440000,230257.88,43991756902,44.45222154,440000,233768.1247,42531586375,8,5,2007,14977,2006,2007,908,3,1,TRUE,TRUE,FALSE,,
474,251000,1652,251000,195547.76,3074950921,40.64480287,251000,200579.6176,2542214959,8,5,2007,5330,2000,2000,499,2,0,FALSE,FALSE,FALSE,,
475,132500,970,132500,122485.1,100298222,31.144823,132500,117770.1932,216967209.3,5,6,2007,8480,1963,1963,624,2,0,FALSE,FALSE,FALSE,,
476,208900,1493,208900,178514.09,923303526.5,38.63935817,208900,183098.5573,665714444.4,6,5,2008,13125,1997,1998,508,2,1,FALSE,FALSE,FALSE,,
477,380000,2643,380000,301713.59,6128761991,51.41011574,380000,294418.6968,7324159449,9,5,2007,13693,2006,2006,694,3,1,TRUE,FALSE,FALSE,,
478,297000,1718,297000,202618.34,8907897744,41.44876355,297000,207587.5821,7994580469,8,5,2009,10637,2007,2008,826,3,1,TRUE,FALSE,FALSE,,
479,89471,1131,89471,139733.03,2526271660,33.63034344,89471,139435.9777,2496498998,4,7,2007,5925,1937,2000,672,2,0,FALSE,FALSE,FALSE,,
480,326000,1850,326000,216759.5,11933486840,43.01162634,326000,221210.7444,10980788081,9,5,2006,16033,2004,2005,772,3,1,TRUE,FALSE,FALSE,,
481,374000,1792,374000,210545.96,26717223192,42.33202098,374000,215286.7605,25189892408,9,5,2006,11846,2003,2004,874,3,1,TRUE,FALSE,FALSE,,
482,155000,1826,155000,214188.38,3503264327,42.73172124,155000,218770.8677,4066723566,7,8,2009,2500,1915,2005,164,1,1,TRUE,FALSE,FALSE,,
483,164000,1216,164000,148839.08,229853495.2,34.87119155,164000,150252.2025,189001936.4,6,5,2006,4500,1998,1998,402,2,0,FALSE,FALSE,FALSE,,
484,132500,999,132500,125591.87,47722260.1,31.60696126,132500,121798.5599,114520820.2,5,7,2007,7758,1962,2001,264,1,0,FALSE,FALSE,FALSE,,
485,147000,1113,147000,137804.69,84553726,33.36165464,147000,137093.8711,98131389.3,5,7,2009,9600,1950,2007,264,1,1,FALSE,FALSE,FALSE,,
486,156000,1073,156000,133519.49,505373329.9,32.75667871,156000,131820.417,584652235.8,5,7,2007,10289,1965,1965,515,2,0,FALSE,FALSE,FALSE,,
487,175000,1484,175000,177549.92,6502092.006,38.52272057,175000,182081.8507,50152608.65,5,6,2007,12243,1971,1971,487,2,1,FALSE,FALSE,FALSE,,
488,160000,2414,160000,277180.82,13731344576,49.13247399,160000,274564.9492,13125127595,5,4,2006,10800,1900,1970,520,2,1,FALSE,FALSE,FALSE,,
489,86000,630,86000,86060.9,3708.81,25.0998008,86000,65076.94358,437774290,4,8,2009,1526,1970,2002,286,1,0,FALSE,FALSE,FALSE,,
490,115000,1304,115000,158266.52,1871991753,36.11094017,115000,161058.8433,2121417044,5,6,2008,2665,1976,1976,336,1,1,FALSE,FALSE,FALSE,,
491,133000,1578,133000,187620.14,2983359694,39.72404813,133000,192553.5828,3546629219,6,7,2006,9490,1941,1950,240,1,2,TRUE,FALSE,FALSE,,
492,172785,1456,172785,174550.28,3116213.478,38.15756806,172785,178898.8892,37379641.6,6,5,2006,15578,2006,2006,429,2,0,FALSE,FALSE,FALSE,,
493,155000,1269,155000,154516.97,233317.9809,35.62302626,155000,156805.7953,3260896.712,5,6,2008,7931,1960,1960,308,1,1,FALSE,FALSE,FALSE,,
494,91300,886,91300,113486.18,492226583,29.76575213,91300,105749.1082,208776727.4,5,8,2009,5784,1938,1996,273,1,0,FALSE,FALSE,FALSE,,
495,34900,720,34900,95702.6,3696956167,26.83281573,34900,80183.28816,2050576186,4,5,2009,7879,1920,1950,0,0,0,TRUE,TRUE,FALSE,,
496,430000,3228,430000,364384.64,4305375468,56.81549085,430000,341536.2706,7825831419,8,5,2007,12692,1992,1993,546,2,1,FALSE,FALSE,FALSE,,
497,184000,1820,184000,213545.6,872942479.4,42.66145802,184000,218158.3972,1166796101,7,6,2008,9120,1925,1950,240,1,0,TRUE,FALSE,FALSE,,
498,130000,899,130000,114878.87,228648572.5,29.9833287,130000,107645.6796,499715639.6,5,7,2009,7800,1967,2004,288,1,0,FALSE,FALSE,FALSE,,
499,120000,912,120000,116271.56,13901264.83,30.19933774,120000,109528.5872,109650485.6,5,7,2007,7535,1958,1985,297,1,0,FALSE,FALSE,FALSE,,
500,113000,1218,113000,149053.34,1299843325,34.89985673,113000,150502.0712,1406405342,6,5,2007,1890,1973,1973,264,1,0,FALSE,FALSE,FALSE,,
501,226700,1768,226700,207974.84,350631617,42.04759208,226700,212807.4507,193002926.8,7,5,2008,9803,2005,2005,603,2,0,FALSE,FALSE,FALSE,,
502,140000,1214,140000,148624.82,74387520.03,34.84250278,140000,150002.1282,100042569.2,5,7,2007,9170,1965,1965,461,2,0,FALSE,FALSE,FALSE,,
503,289000,1801,289000,211510.13,6004679953,42.43819035,289000,216212.2176,5298061263,7,8,2010,15602,1959,1997,484,2,2,FALSE,FALSE,FALSE,,
504,147000,1322,147000,160194.86,174104330.4,36.35931793,147000,163223.9025,263215012.1,6,5,2009,2308,1974,1974,440,2,1,FALSE,FALSE,FALSE,,
505,124500,1960,124500,228543.8,10825112318,44.27188724,124500,232196.1867,11598468633,5,5,2009,7596,1952,1952,400,2,0,FALSE,FALSE,FALSE,,
506,215000,1911,215000,223294.43,68797569.02,43.71498599,215000,227341.7899,152319777.1,8,5,2006,9554,1993,1994,471,2,1,FALSE,FALSE,FALSE,,
507,208300,1218,208300,149053.34,3510166721,34.89985673,208300,150502.0712,3340600577,6,5,2009,7862,2009,2009,676,2,0,FALSE,FALSE,FALSE,,
508,161000,1378,161000,166194.14,26979090.34,37.12142239,161000,169867.0147,78623948.96,7,9,2008,9600,1928,2005,360,2,1,FALSE,FALSE,FALSE,,
509,124500,1041,124500,130091.33,31262971.17,32.26453161,124500,127530.4691,9183743.186,5,6,2009,9600,1959,1959,270,1,0,FALSE,FALSE,FALSE,,
