,SalePrice,GrLivArea,OverallQual,OverallCond,YrSold,LotArea,YearBuilt,YearRemodAdd,GarageArea,GarageCars,Fireplaces
464,124000,1040,5,5,2009,8430,1978,1978,0,0,0
465,178740,1414,7,5,2006,3072,2004,2004,398,2,1
466,167000,1277,7,5,2007,10628,1970,1970,526,2,1
467,146500,1644,5,7,2007,9480,1942,1995,312,1,2
468,250000,1634,8,5,2007,11428,2006,2006,866,3,1
469,187000,1710,6,5,2008,9291,1993,1993,506,2,0
470,212000,1502,8,5,2010,6820,1985,1985,528,2,0
471,190000,1969,7,6,2007,11952,1977,1977,534,2,1
472,148000,1072,6,5,2008,3675,2005,2005,525,2,0
473,440000,1976,8,5,2007,14977,2006,2007,908,3,1
474,251000,1652,8,5,2007,5330,2000,2000,499,2,0
475,132500,970,5,6,2007,8480,1963,1963,624,2,0
476,208900,1493,6,5,2008,13125,1997,1998,508,2,1
477,380000,2643,9,5,2007,13693,2006,2006,694,3,1
478,297000,1718,8,5,2009,10637,2007,2008,826,3,1
479,89471,1131,4,7,2007,5925,1937,2000,672,2,0
480,326000,1850,9,5,2006,16033,2004,2005,772,3,1
481,374000,1792,9,5,2006,11846,2003,2004,874,3,1
482,155000,1826,7,8,2009,2500,1915,2005,164,1,1
483,164000,1216,6,5,2006,4500,1998,1998,402,2,0
484,132500,999,5,7,2007,7758,1962,2001,264,1,0
485,147000,1113,5,7,2009,9600,1950,2007,264,1,1
486,156000,1073,5,7,2007,10289,1965,1965,515,2,0
487,175000,1484,5,6,2007,12243,1971,1971,487,2,1
488,160000,2414,5,4,2006,10800,1900,1970,520,2,1
489,86000,630,4,8,2009,1526,1970,2002,286,1,0
490,115000,1304,5,6,2008,2665,1976,1976,336,1,1
491,133000,1578,6,7,2006,9490,1941,1950,240,1,2
492,172785,1456,6,5,2006,15578,2006,2006,429,2,0
493,155000,1269,5,6,2008,7931,1960,1960,308,1,1
494,91300,886,5,8,2009,5784,1938,1996,273,1,0
495,34900,720,4,5,2009,7879,1920,1950,0,0,0
496,430000,3228,8,5,2007,12692,1992,1993,546,2,1
497,184000,1820,7,6,2008,9120,1925,1950,240,1,0
498,130000,899,5,7,2009,7800,1967,2004,288,1,0
499,120000,912,5,7,2007,7535,1958,1985,297,1,0
500,113000,1218,6,5,2007,1890,1973,1973,264,1,0
501,226700,1768,7,5,2008,9803,2005,2005,603,2,0
502,140000,1214,5,7,2007,9170,1965,1965,461,2,0
503,289000,1801,7,8,2010,15602,1959,1997,484,2,2
504,147000,1322,6,5,2009,2308,1974,1974,440,2,1
505,124500,1960,5,5,2009,7596,1952,1952,400,2,0
506,215000,1911,8,5,2006,9554,1993,1994,471,2,1
507,208300,1218,6,5,2009,7862,2009,2009,676,2,0
508,161000,1378,7,9,2008,9600,1928,2005,360,2,1
509,124500,1041,5,6,2009,9600,1959,1959,270,1,0
510,164900,1363,5,7,2009,14559,1951,2000,288,1,2
511,202665,1368,7,5,2006,6792,2005,2006,474,2,1
512,129900,864,5,5,2006,9100,1958,1958,624,2,0
513,134000,1080,6,5,2007,9187,1983,1983,484,2,0
514,96500,789,5,5,2007,10594,1926,1950,200,1,0
515,402861,2020,10,5,2009,12220,2009,2009,900,3,1
516,158000,2119,6,6,2009,10448,1972,1972,583,2,1
517,265000,2344,7,5,2009,10208,1996,1997,889,3,1
518,211000,1796,6,5,2007,9531,1998,1998,546,2,0
519,234000,2080,7,9,2009,10918,1926,2004,282,1,2
520,106250,1294,4,7,2008,10800,1900,2000,0,0,0
521,150000,1244,6,6,2007,11988,1957,1957,336,1,2
522,159000,1664,6,7,2006,5000,1947,1950,420,2,2
523,184750,4676,10,5,2007,40094,2007,2008,884,3,1
524,315750,2398,7,5,2007,11787,1996,1997,834,3,1
525,176000,1266,7,5,2006,7500,2005,2005,453,2,1
526,132000,928,5,7,2007,13300,1956,2000,252,1,0
527,446261,2713,9,5,2008,14948,2008,2008,858,3,1
528,86000,605,4,7,2007,9098,1920,2002,0,0,0
529,200624,2515,6,3,2007,32668,1957,1975,484,2,2
530,175000,1509,6,5,2008,10200,1988,1989,600,2,1
531,128000,1362,6,8,2008,6155,1920,1999,502,2,0
532,107500,827,5,7,2010,7200,1955,2007,392,1,1
533,39300,334,1,3,2007,5000,1946,1950,0,0,0
534,178000,1414,8,5,2006,9056,2004,2004,403,2,1
535,107500,1347,5,7,2008,7000,1910,1991,0,0,0
536,188000,1724,7,5,2008,8924,1998,1999,527,2,0
537,111250,864,4,5,2008,12735,1972,1972,576,2,0
538,158000,1159,5,5,2006,11553,1968,1968,336,1,1
539,272000,1601,8,5,2010,11423,2001,2002,670,2,1
540,315000,1838,9,5,2009,14601,2006,2006,765,3,1
541,248000,2285,8,5,2007,11000,2000,2000,648,3,1
542,213250,1680,7,5,2009,10140,1998,1999,583,2,1
543,133000,767,7,5,2007,4058,1998,1998,367,1,0
544,179665,1496,7,5,2006,17104,2006,2006,426,2,1
545,229000,2183,7,5,2006,13837,1988,1988,786,3,0
546,210000,1635,6,7,2007,8737,1923,1950,440,2,1
547,129500,768,5,7,2007,7244,1970,1970,624,2,0
548,125000,825,5,7,2008,8235,1955,1995,720,2,0
549,263000,2094,7,5,2009,9375,2003,2004,615,2,1
550,140000,1069,6,6,2008,4043,1977,1977,440,2,0
551,112500,928,5,6,2008,6000,1957,1957,288,1,0
552,255500,1717,8,5,2009,11146,2006,2006,908,3,1
553,108000,1126,4,5,2009,8777,1949,2003,520,2,0
554,284000,2046,7,5,2008,10625,2003,2004,871,3,1
555,113000,1048,5,6,2006,6380,1922,1950,280,1,1
556,141000,1092,5,5,2006,14850,1957,1957,299,1,1
557,108000,1336,4,6,2006,11040,1920,1950,570,1,0
558,175000,1446,7,5,2008,21872,1996,1997,406,2,1
559,234000,1557,7,5,2006,3196,2003,2004,420,2,1
560,121500,1392,5,6,2010,11341,1957,1996,528,2,1
561,170000,1389,5,5,2006,10010,1974,1975,418,2,1
562,108000,996,5,6,2008,13907,1940,1969,0,0,1
563,185000,1674,6,7,2008,21780,1918,1950,396,2,1
564,268000,2295,7,5,2006,13346,1992,2000,590,2,1
565,128000,1647,6,4,2010,6858,1915,1950,216,1,0
566,325000,2504,9,5,2008,11198,2005,2007,656,3,1
567,214000,1535,7,5,2010,10171,2004,2004,532,2,0
568,316600,2132,8,8,2009,12327,1983,2009,612,2,1
569,135960,943,5,5,2006,7032,1979,1979,600,2,2
570,142600,1728,5,5,2008,13101,1965,1965,576,2,0
571,120000,864,6,6,2006,7332,1959,1959,288,1,0
572,224500,1692,7,5,2009,13159,2009,2009,650,2,0
573,170000,1430,7,5,2007,9967,2000,2000,400,2,1
574,139000,1109,5,7,2007,10500,1971,2005,288,1,0
575,118500,1216,5,5,2008,8480,1947,1950,336,1,0
576,145000,1477,7,7,2009,6292,1928,1950,216,1,1
577,164500,1320,5,6,2006,11777,1966,1966,564,2,2
578,146000,1392,7,5,2008,3604,2007,2007,540,2,0
579,131500,1795,5,5,2008,12150,1954,1954,352,1,0
580,181900,1429,6,6,2007,14585,1960,1987,572,2,2
581,253293,2042,8,5,2009,12704,2008,2009,1390,3,1
582,118500,816,6,5,2007,11841,1990,1990,0,0,0
583,325000,2775,10,9,2008,13500,1893,2000,880,2,1
584,133000,1573,4,7,2009,6120,1935,1995,240,1,0
585,369900,2028,8,5,2006,11443,2005,2006,880,3,2
586,130000,838,6,7,2008,10267,1918,2000,275,1,0
587,137000,860,5,6,2009,8740,1982,1982,528,2,0
588,143000,1473,5,8,2009,25095,1968,2003,452,1,2
589,79500,935,5,6,2008,9100,1930,1960,308,1,0
590,185900,1582,7,5,2008,8320,2004,2004,520,2,0
591,451950,2296,10,5,2009,13478,2008,2008,842,3,1
592,138000,816,5,8,2008,6600,1982,2003,816,2,0
593,140000,848,6,5,2009,4435,2003,2003,420,2,0
594,110000,924,5,6,2008,7990,1975,1975,280,1,0
595,319000,1826,8,5,2006,11302,2005,2006,758,3,1
596,114504,1368,6,7,2006,3600,1910,1993,216,1,0
597,194201,1402,7,5,2007,3922,2006,2007,648,3,1
598,217500,1647,5,6,2006,12984,1977,1977,621,2,1
599,151000,1556,6,6,2008,1950,1980,1980,452,2,1
600,275000,1904,8,5,2006,10927,2005,2005,736,2,1
601,141000,1375,6,6,2007,9000,1937,1950,544,1,1
602,220000,1915,8,5,2006,10041,1992,1992,506,2,1
603,151000,1200,7,5,2010,3182,2004,2005,480,2,0
604,221000,1494,7,5,2008,12803,2002,2002,530,2,1
605,205000,1986,7,6,2009,13600,1965,1990,486,2,3
606,152000,1040,5,5,2009,12464,1996,1996,576,2,0
607,225000,2008,5,8,2006,7800,1948,2002,230,1,0
608,359100,3194,8,6,2007,12168,1934,1998,380,2,2
609,118500,1029,4,5,2007,7943,1961,1961,261,1,0
610,313000,2153,9,5,2009,11050,2000,2000,736,3,2
611,148000,1032,6,6,2007,10395,1978,1978,564,2,1
612,261500,1872,8,5,2009,11885,2001,2001,531,2,1
613,147000,1120,5,5,2007,8402,2007,2007,0,0,0
614,75500,630,4,6,2010,1491,1972,1972,0,0,0
615,137500,1054,6,7,2010,8800,1963,1963,480,2,0
616,183200,1509,6,5,2006,7861,2002,2003,393,2,1
617,105500,832,6,6,2008,7227,1954,1954,528,2,0
618,314813,1828,9,5,2007,11694,2007,2007,774,3,1
619,305000,2262,8,5,2008,12244,2003,2003,749,3,2
620,67000,864,3,3,2008,8248,1914,1950,0,0,0
621,240000,2614,6,7,2008,10800,1974,1997,624,2,1
622,135000,980,5,6,2009,7064,1977,1977,484,2,0
623,168500,1512,6,5,2007,2117,2000,2000,440,2,1
624,165150,1790,6,5,2006,10400,1972,1972,484,2,1
625,160000,1116,6,6,2010,10000,1962,1962,440,2,0
626,139900,1422,5,5,2007,12342,1960,1978,286,1,1
627,153000,1520,6,6,2010,9600,1955,1972,364,1,2
628,135000,2080,5,5,2007,11606,1969,1969,504,2,2
629,168500,1350,6,5,2008,9020,1964,1964,520,2,0
630,124000,1750,5,6,2006,9000,1880,1991,240,1,0
631,209500,1554,8,5,2007,4590,2006,2006,627,2,1
632,82500,1411,7,5,2009,11900,1977,1977,544,2,1
633,139400,1056,5,7,2007,9250,1954,2005,260,1,0
634,144000,1056,6,5,2010,6979,1980,1980,576,2,0
635,200000,3395,6,7,2007,10896,1914,1995,0,0,0
636,60000,800,2,3,2009,6120,1936,1950,0,0,1
637,93000,1387,5,4,2009,6000,1954,1954,256,1,0
638,85000,796,5,7,2008,8777,1910,1950,0,0,0
639,264561,1567,8,5,2006,3982,2006,2006,648,3,1
640,274000,1518,8,5,2008,12677,2003,2004,588,2,1
641,226000,1929,7,5,2007,7050,2001,2001,650,2,1
642,345000,2704,8,7,2009,13860,1972,1995,538,2,3
643,152000,1620,5,5,2007,10793,1969,1969,462,2,0
644,370878,1766,9,5,2009,9187,2009,2009,478,3,1
645,143250,981,6,5,2007,10530,1971,1971,576,2,0
646,98300,1048,5,5,2008,7200,1950,1950,420,2,0
647,155000,1094,6,5,2008,10452,1953,1953,495,2,2
648,155000,1839,6,5,2010,7700,1966,1966,442,2,1
649,84500,630,4,6,2007,1936,1970,1970,0,0,0
650,205950,1665,7,6,2008,8125,2007,2007,562,2,0
651,108000,1510,4,5,2009,9084,1940,1950,296,1,1
652,191000,1716,7,5,2009,8750,1996,1996,512,2,1
653,135000,1469,6,7,2008,10320,1906,1995,216,1,0
654,350000,2113,8,6,2008,10437,1995,1995,839,3,1
655,88000,1092,6,5,2010,1680,1971,1971,264,1,0
656,145500,1053,5,7,2008,10007,1959,2006,312,1,0
657,149000,1502,7,6,2008,7200,1931,2000,270,1,1
658,97500,1458,6,5,2010,17503,1948,1950,330,1,1
659,167000,1486,5,7,2009,9937,1964,1999,480,2,0
660,197900,1935,7,7,2007,12384,1976,1976,550,2,1
661,402000,2448,8,7,2009,46589,1994,2005,711,3,1
662,110000,1392,6,3,2009,13560,1968,1968,576,2,2
663,137500,1181,4,5,2008,10012,1972,1972,588,2,0
664,423000,2097,8,5,2006,20896,2005,2006,1134,3,1
665,230500,1936,8,5,2006,11194,2000,2000,504,2,1
666,129000,2380,6,5,2007,18450,1965,1979,596,2,1
667,193500,1679,6,5,2008,8125,1994,1998,575,2,1
668,168000,1437,5,6,2006,14175,1956,1987,576,2,1
669,137500,1180,4,5,2006,11600,1922,1950,252,1,1
670,173500,1476,6,5,2009,8633,2005,2005,540,2,0
671,103600,1369,6,6,2009,6629,1925,1950,300,1,0
672,165000,1208,6,6,2006,11250,1977,1977,546,2,1
673,257500,1839,6,7,2007,14442,1957,2004,416,2,2
674,140000,1136,6,6,2008,9200,1965,1965,384,1,1
675,148500,1441,6,6,2009,2289,1978,1978,440,2,1
676,87000,1774,4,2,2006,9600,1900,1950,779,3,0
677,109500,792,5,8,2009,9022,1924,2006,240,1,0
678,372500,2046,8,5,2009,11844,2008,2008,834,3,1
679,128500,988,5,5,2007,9945,1961,1961,572,2,0
680,143000,923,6,5,2010,8012,1980,1980,264,1,1
681,159434,1520,5,5,2009,4500,1932,2000,281,1,0
682,173000,1291,6,5,2008,2887,1996,1997,431,2,1
683,285000,1668,9,5,2007,11248,2002,2002,702,3,1
684,221000,1839,7,5,2010,16770,1998,1998,486,2,0
685,207500,2090,7,5,2007,5062,1984,1984,577,2,1
686,227875,1761,7,6,2007,10207,2007,2007,578,2,0
687,148800,1102,7,5,2007,5105,2004,2004,480,2,0
688,392000,1419,8,6,2007,8089,2007,2007,567,2,1
689,194700,1362,6,5,2007,7577,2005,2006,460,2,1
690,141000,848,6,5,2008,4426,2004,2004,420,2,1
691,755000,4316,10,6,2007,21535,1994,1995,832,3,2
692,335000,2519,7,5,2006,26178,1989,1990,628,2,2
693,108480,1073,5,6,2006,5400,1921,1968,326,1,0
694,141500,1539,5,6,2009,6120,1936,1950,576,2,0
695,176000,1137,6,6,2006,13811,1987,1987,551,2,1
696,89000,616,5,7,2006,6000,1921,1950,205,1,0
697,123500,1148,5,7,2006,6420,1952,1952,308,1,0
698,138500,894,5,8,2010,8450,1965,2009,336,1,1
699,196000,1391,7,5,2008,4282,2004,2004,530,2,0
700,312500,1800,8,5,2006,14331,2002,2002,765,3,1
701,140000,1164,7,5,2006,9600,1969,1969,528,2,0
702,361919,2576,8,5,2006,12438,2006,2006,666,3,1
703,140000,1812,5,9,2010,7630,1900,1996,672,2,1
704,213000,1484,7,5,2010,8400,2004,2005,606,2,0
705,55000,1092,4,5,2010,5600,1930,1950,0,0,0
706,302000,1824,7,5,2007,115149,1971,2002,739,2,2
707,254000,1324,8,5,2009,6240,2006,2006,550,2,1
708,179540,1456,7,5,2007,9018,2007,2007,400,2,1
709,109900,904,5,7,2008,7162,1966,1966,408,1,0
710,52000,729,3,6,2008,4130,1935,2003,0,0,0
711,102776,1178,4,7,2010,8712,1900,1950,384,1,0
712,189000,1228,8,5,2008,4671,1988,1989,472,2,1
713,129000,960,4,5,2006,9873,1970,1970,576,2,0
714,130500,1479,6,8,2010,13517,1976,2005,475,2,0
715,165000,1350,6,5,2009,10140,1974,1974,478,2,1
716,159500,2554,7,8,2007,10800,1890,1998,704,2,0
717,157000,1178,5,6,2008,10000,1973,2000,439,2,1
718,341000,2418,7,5,2008,10542,1993,1994,983,3,1
719,128500,971,5,6,2006,9920,1969,1969,300,1,1
720,275000,1742,8,5,2006,6563,1985,1985,564,2,1
721,143000,848,6,5,2010,4426,2004,2004,420,2,0
722,124500,864,4,7,2009,8120,1970,1970,463,2,0
723,135000,1470,4,6,2008,8172,1954,1972,548,1,0
724,320000,1698,9,5,2009,13286,2007,2008,768,3,1
725,120500,864,4,6,2009,6960,1970,1970,660,2,0
726,222000,1680,6,9,2009,21695,1988,2007,540,2,1
727,194500,1232,7,5,2009,7314,2007,2007,632,2,0
728,110000,1776,5,5,2009,11475,1958,1958,888,3,0
729,103000,1208,4,5,2009,6240,1925,1950,539,2,0
730,236500,1616,8,5,2010,5389,1995,1996,608,2,1
731,187500,1146,7,5,2007,9590,2003,2003,438,2,1
732,222500,2031,7,5,2008,11404,1998,1999,541,2,1
733,131400,1144,5,6,2009,10000,1961,1983,264,1,1
734,108000,948,5,5,2007,8978,1968,1968,300,1,0
735,163000,1768,7,7,2006,10800,1914,1970,320,2,2
736,93500,1040,3,4,2006,8544,1950,1950,400,2,0
737,239900,1801,8,5,2006,10463,2005,2005,800,3,1
738,179000,1200,5,5,2009,10800,1987,1988,0,0,0
739,190000,1728,7,5,2009,9313,2004,2004,572,2,0
740,132000,1432,5,7,2007,9600,1910,2002,360,2,0
741,142000,912,6,8,2008,6768,1961,1996,288,1,0
742,179000,1349,7,5,2007,8450,2000,2001,539,2,0
743,175000,1464,5,6,2009,12886,1963,1999,480,2,1
744,180000,1337,8,5,2008,5395,1993,1993,462,2,1
745,299800,2715,8,9,2008,8963,1976,1996,831,2,2
746,236000,2256,7,5,2009,8795,2000,2000,554,2,1
747,265979,2640,7,7,2009,11700,1880,2003,864,4,1
748,260400,1720,7,5,2010,10593,1996,1996,527,2,1
749,98000,1529,4,3,2009,8405,1945,1950,240,1,0
750,96500,1140,4,7,2010,8800,1910,2004,0,0,0
751,162000,1320,7,5,2007,7750,2003,2003,400,2,0
752,217000,1494,6,5,2006,9236,1997,1997,576,2,0
753,275500,2098,8,5,2006,10240,2005,2005,878,3,1
754,156000,1026,6,8,2009,7930,1969,2005,440,2,0
755,172500,1471,6,5,2009,3230,1999,1999,440,2,0
756,212000,1768,8,5,2009,10769,2007,2007,578,2,0
757,158900,1386,6,5,2010,11616,1978,1978,440,2,1
758,179400,1501,7,5,2008,2280,1999,1999,440,2,0
759,290000,2531,8,5,2007,12257,1995,1995,752,3,1
760,127500,864,6,6,2009,9100,1959,1959,300,1,0
761,100000,1301,5,5,2009,6911,1924,1950,440,2,0
762,215200,1547,7,5,2010,8640,2009,2009,614,2,0
763,337000,2365,8,5,2009,9430,1999,1999,856,3,1
764,270000,1494,8,5,2006,9549,1995,1996,481,2,1
765,264132,1506,9,5,2008,14587,2008,2008,592,2,1
766,196500,1714,7,5,2010,10421,1988,1988,496,2,1
767,160000,1750,6,7,2008,12508,1940,1985,423,1,0
768,216837,1836,7,5,2006,9100,2004,2005,484,2,1
769,538000,3279,8,5,2010,53504,2003,2003,841,3,1
770,134900,858,5,5,2009,7252,1982,1982,576,2,0
771,102000,1220,4,5,2006,8877,1951,1951,396,2,0
772,107000,1117,6,5,2010,7819,1976,1976,672,2,1
773,114500,912,5,5,2007,10150,1958,1958,275,1,0
774,395000,1973,8,5,2007,14226,2006,2006,895,3,1
775,162000,1204,6,5,2009,4500,1998,1998,412,2,0
776,221500,1614,7,5,2006,11210,2005,2006,865,3,0
777,142500,894,5,5,2006,13350,1974,1974,440,2,1
778,144000,2020,5,5,2007,8400,1977,1977,630,2,2
779,135000,1004,6,5,2006,10530,1977,1977,504,2,0
780,176000,1253,7,5,2007,7875,1995,1996,402,2,1
781,175900,1603,6,5,2006,7153,1992,1992,484,2,0
782,187100,1430,7,5,2009,16285,2001,2002,605,2,0
783,165500,1110,5,6,2009,9101,1978,1978,602,2,1
784,128000,1484,6,6,2008,6300,1914,2001,0,0,1
785,161500,1342,6,5,2009,9790,1967,1967,457,2,1
786,139000,1652,5,6,2010,10800,1915,1950,416,1,0
787,233000,2084,7,5,2010,10142,2004,2004,618,2,0
788,107900,901,4,7,2008,6000,1954,2000,281,1,0
789,187500,2087,6,8,2007,12205,1966,2007,444,2,0
790,160200,1145,7,5,2009,3182,2005,2006,397,2,1
791,146800,1062,6,5,2007,11333,1976,1976,539,2,2
792,269790,2013,7,5,2007,9920,1996,1997,455,2,1
793,225000,1496,8,5,2007,9158,2007,2007,474,2,0
794,194500,1895,7,5,2008,10832,1994,1996,409,2,1
795,171000,1564,6,6,2010,8400,1980,1981,476,2,1
796,143500,1285,6,5,2007,8197,1977,1977,528,2,1
797,110000,773,5,5,2008,7677,1953,1953,240,1,0
798,485000,3140,9,5,2009,13518,2008,2009,820,3,2
799,175000,1768,5,7,2007,7200,1937,1950,240,1,2
800,200000,1688,6,5,2008,12798,1997,1997,603,2,0
801,109900,1196,4,7,2007,4800,1916,1990,440,2,0
802,189000,1456,7,5,2008,8199,2005,2005,410,2,1
803,582933,2822,9,5,2009,13891,2008,2009,1020,3,1
804,118000,1128,5,5,2006,9000,1954,1954,286,1,0
805,227680,1428,7,5,2008,12274,2008,2008,554,2,0
806,135500,980,5,5,2006,9750,1967,1967,384,1,0
807,223500,1576,5,6,2009,21384,1923,2004,528,2,1
808,159950,1086,5,5,2006,13400,1966,1966,484,2,1
809,106000,2138,5,5,2009,8100,1898,1965,360,2,0
810,181000,1309,6,6,2006,10140,1974,1999,484,2,1
811,144500,848,6,5,2008,4438,2004,2004,420,2,1
812,55993,1044,5,5,2010,8712,1952,1952,504,2,0
813,157900,1442,6,6,2007,9750,1958,1958,301,1,0
814,116000,1250,5,7,2006,8248,1918,1950,280,1,0
815,224900,1661,7,5,2010,12137,1998,1998,598,2,0
816,137000,1008,5,6,2006,11425,1954,1954,275,1,1
817,271000,1689,8,5,2008,13265,2002,2002,857,3,2
818,155000,1052,6,7,2010,8816,1971,1971,440,2,0
819,224000,1358,7,5,2010,6371,2009,2010,484,2,1
820,183000,1640,7,5,2008,7226,2003,2003,595,2,0
821,93000,936,4,4,2009,6000,1953,1953,576,2,0
822,225000,1733,7,5,2007,12394,2003,2003,433,2,1
823,139500,1489,6,7,2009,9900,1940,1950,240,1,1
824,232600,1489,8,5,2006,11216,2006,2006,776,2,1
825,385000,2084,10,5,2008,14803,2007,2008,1220,3,1
826,109500,784,5,6,2008,6130,1924,1950,0,0,0
827,189000,1434,7,5,2009,8529,2001,2001,527,2,1
828,185000,2126,5,5,2009,28698,1967,1967,538,2,0
829,147400,1223,7,5,2006,2544,2005,2005,480,2,0
830,166000,1392,6,5,2008,11900,1957,1957,458,2,2
831,151000,1200,7,5,2006,3180,2005,2005,480,2,0
832,237000,1829,7,6,2010,9548,2003,2003,613,2,1
833,167000,1516,6,6,2009,10004,1964,1964,472,2,0
834,139950,1144,5,6,2008,7875,1961,1961,456,2,0
835,128000,1067,4,7,2010,9600,1950,1995,436,2,0
836,153500,1559,5,6,2007,8100,1948,1973,812,2,0
837,100000,987,6,5,2008,1680,1973,1973,264,1,0
838,144000,1099,5,6,2008,9525,1995,2006,352,1,0
839,130500,1200,5,6,2008,11767,1946,1995,240,1,0
840,140000,1482,6,8,2008,12155,1925,1950,400,1,0
841,157500,1539,5,8,2008,10440,1904,2002,686,2,1
842,174900,1165,6,7,2008,9020,1966,1966,490,2,0
843,141000,1800,5,4,2007,8000,1961,1961,0,0,0
844,153900,1416,5,8,2008,12665,1915,1950,720,3,1
845,171000,1701,5,5,2007,16647,1975,1981,611,2,2
846,213000,1775,7,5,2009,9317,1993,1993,425,2,1
847,133500,864,5,6,2009,15523,1972,1972,338,1,1
848,240000,2358,6,8,2008,45600,1908,1997,360,2,1
849,187000,1855,6,7,2007,9600,1976,1994,512,2,1
850,131500,848,6,5,2007,4435,2003,2003,420,2,0
851,215000,1456,8,5,2006,3196,2003,2003,400,2,1
852,164000,1646,7,5,2007,7128,1941,1950,240,1,2
853,158000,1445,6,6,2009,12095,1964,1964,645,2,1
854,170000,1779,5,4,2006,17920,1955,1974,454,2,1
855,127000,1040,5,8,2010,6897,1962,2010,260,1,0
856,147000,1026,6,6,2008,10970,1978,1978,576,2,0
857,174000,1481,6,5,2009,8125,1994,1995,343,2,1
858,152000,1370,7,5,2009,10400,1976,1976,479,2,1
859,250000,2654,6,7,2006,11029,1968,1984,619,2,1
860,189950,1426,7,8,2007,7642,1918,1998,216,1,1
861,131500,1039,5,4,2010,11625,1965,1965,504,2,0
862,152000,1097,6,5,2010,9672,1984,1985,480,2,0
863,132500,1148,5,5,2009,7931,1959,1959,672,1,0
864,250580,1372,7,5,2008,8640,2007,2008,529,2,0
865,148500,1002,5,6,2009,8750,1970,1970,902,2,0
866,248900,1646,8,5,2007,10656,2006,2007,870,3,1
867,129000,1120,4,5,2007,6970,1961,1961,544,2,0
868,169000,2320,5,6,2006,14762,1948,1950,672,2,1
869,236000,1949,7,5,2010,9938,1993,1994,574,2,1
870,109500,894,5,5,2009,6600,1962,1962,308,1,0
871,200500,1682,6,5,2010,8750,1998,1998,523,2,0
872,116000,910,5,7,2008,8892,1953,1996,414,2,0
873,133000,1268,5,7,2009,12144,1949,1950,288,1,1
874,66500,1131,5,6,2009,5720,1941,1950,200,1,0
875,303477,2610,8,5,2007,9000,2007,2007,550,2,1
876,132250,1040,4,5,2007,25286,1963,1963,648,2,0
877,350000,2224,9,5,2009,8834,2004,2005,738,3,1
878,148000,1155,5,7,2010,11782,1961,1995,576,2,0
879,136500,864,5,8,2009,7000,1978,2005,336,1,0
880,157000,1090,5,5,2007,7024,2005,2006,450,2,0
881,187500,1717,7,5,2007,13758,1990,1991,400,2,1
882,178000,1593,6,5,2009,9636,1992,1993,389,2,1
883,118500,2230,4,5,2006,6204,1912,1950,440,1,0
884,100000,892,5,5,2009,7150,1967,1967,288,1,0
885,328900,1709,9,5,2008,5119,1999,2000,506,2,1
886,145000,1712,5,5,2006,8393,1959,2005,588,2,0
887,135500,1393,5,7,2008,16466,1955,1955,300,1,0
888,268000,2217,8,6,2007,15865,1970,1970,621,2,1
889,149500,1505,6,4,2009,12160,1953,1953,505,2,1
890,122900,924,5,7,2007,8064,1949,2006,576,2,1
891,172500,1683,6,5,2009,11184,1978,1978,440,2,1
892,154500,1068,6,8,2006,8414,1963,2003,264,1,0
893,165000,1383,5,5,2008,13284,1954,1954,354,1,1
894,118858,1535,5,5,2009,7018,1979,1979,400,2,0
895,140000,1796,6,5,2008,7056,1963,1963,483,2,1
896,106500,951,4,6,2006,8765,1936,1950,327,1,0
897,142953,2240,5,5,2009,7018,1979,1979,528,2,0
898,611657,2364,9,5,2010,12919,2009,2010,820,3,2
899,135000,1236,5,7,2006,6993,1961,1994,288,1,1
900,110000,858,4,6,2007,7340,1971,1971,684,1,0
901,153000,1306,5,7,2009,8712,1957,2000,756,1,0
902,180000,1509,7,5,2006,7875,2003,2003,393,2,1
903,240000,1670,7,5,2006,14859,2006,2006,690,3,1
904,125500,902,5,6,2007,6173,1967,1967,288,1,0
905,128000,1063,5,5,2010,9920,1954,1954,280,1,0
906,255000,1636,8,5,2007,13501,2006,2006,865,3,1
907,250000,2057,7,7,2006,11500,1936,1987,180,1,1
908,131000,902,5,5,2006,8885,1983,1983,484,2,0
909,174000,1484,6,5,2009,12589,2005,2005,390,2,1
910,154300,2274,5,5,2010,11600,1960,1960,480,2,0
911,143500,1268,5,7,2009,9286,1977,1989,252,1,0
912,88000,1015,5,7,2006,6120,1925,1950,450,1,0
913,145000,2002,5,6,2007,6270,1949,1950,871,3,0
914,173733,1224,6,5,2009,3000,2009,2009,528,2,0
915,75000,1092,4,5,2007,2001,1970,1970,286,1,0
916,35311,480,2,3,2006,9000,1949,1950,308,1,0
917,135000,1229,4,6,2009,17140,1956,1956,284,1,0
918,238000,2127,7,5,2007,13125,1991,1991,833,3,1
919,176500,1414,6,8,2008,11029,1958,2002,601,2,1
920,201000,1721,6,5,2007,8462,1994,1994,471,2,0
921,145900,2200,5,7,2008,8777,1900,2003,0,0,0
922,169990,1316,6,5,2006,10237,2005,2006,397,2,1
923,193000,1617,6,5,2008,8012,1993,1994,533,2,1
924,207500,1686,6,6,2006,10240,1980,1980,612,2,1
925,175000,1126,5,6,2008,15611,1977,1977,540,2,0
926,285000,2374,8,5,2007,11999,2003,2004,656,3,1
927,176000,1978,7,5,2008,9900,1968,1968,486,2,1
928,236500,1788,8,5,2009,11838,2001,2001,522,2,1
929,222000,2236,7,5,2006,13006,1997,1997,642,2,1
